guide	group	tc_id	description
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-T04	Category cap limits applied points even when wallet covers more
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-T05	Toggle OFF restores balance for sequential allocation
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-T06	"Running ""Points remaining"" counter updates accurately across multiple toggles"
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-T07	"Order Summary ""Points Applied"" line and cash total correct after multiple toggles"
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-T08	Seller Review Offer shows per-item points breakdown
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-T09	"Seller Review Offer shows ""Total Payout"" and ""Buyer's Total Paid"" correctly"
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-T10	"""Includes points redemption"" tag on seller's offer list/inbox card"
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-T11	Wallet ledger: buyer debited, seller credited + bonus on acceptance
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-T12	No ledger transaction on offer decline
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-T13	Regression: single-item (non-bundle) offer flow with SP still works
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-T14	"Regression: bundle CTA, different-seller modal, ""more from this seller"" still functional"
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-R07	SP reversal on refund (reserved/transferred returned)
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-R08	Seller payout withheld / cancelled on refund
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-R09	Admin dispute resolve → Refund (full settlement)
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-R10	Admin dispute resolve → Complete (no refund)
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-R11	Refund / cancellation notifications to both parties
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-R12	Refund idempotency — no double refund
TRADE-FLOW-V2	T — Points Redemption (Bundle Checkout)	TRD-TC-R13	Cancelled / refunded trade status + timeline
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S01	Different-seller modal uses generic copy (no seller name leak)
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S02	"""More from this seller"" icon appears only when 2+ approved listings"
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S03	"""More from this seller"" icon hidden when seller has exactly 1 listing"
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S04	"Tapping icon opens ""More from this seller"" page — no seller identity"
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S05	Add to Cart from filtered seller page populates cart correctly
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S06	"""Matches Your Cart"" indicator on filtered seller page"
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S07	Bundle CTA appears on CartScreen with 2+ same-seller items
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S08	Bundle CTA hidden with single item or empty cart
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S09	Bundle CTA navigates to checkout in bundle mode
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S10	"Bundle checkout shows ""Bundle Offer"" banner"
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S11	Regression: Discover/search grid unchanged (no badges)
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S12	Regression: single-item offer flow unchanged
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S13	Regression: seller identity unlocks only post-acceptance
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S14	More from seller — Item Detail CTA in standalone position (below seller card)
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S15	More from seller — Item Detail CTA hidden at 0 additional listings
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S16	"More from seller — Item Detail CTA does not disrupt ""Matches Your Cart"" badge"
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S17	More from seller — Trade Basket banner shows correct remaining-item count
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S18	More from seller — Trade Basket banner recalculates after adding item from filtered page
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S19	More from seller — Trade Basket banner disappears when all seller's listings are in basket
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S20	More from seller — Trade Basket banner dismissible via X button
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S21	More from seller — Banner and filtered page never reveal seller identity
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S22	Regression: Seller Info card elements unchanged
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S23	Regression: Trade Basket subtotal/total/bundle CTA layout unaffected
TRADE-FLOW-V2	S — Seller Group & Bundle Discovery	TRD-TC-S24	More from seller — Return-to-Cart navigation after adding item from filtered page
TRADE-FLOW-V2	X — Navigation Consistency & Bottom Nav	TRD-TC-X01	Bottom nav renders identically on Home (Dashboard)
TRADE-FLOW-V2	X — Navigation Consistency & Bottom Nav	TRD-TC-X02	Bottom nav renders identically on Discover
TRADE-FLOW-V2	X — Navigation Consistency & Bottom Nav	TRD-TC-X03	Bottom nav renders identically on Trades
TRADE-FLOW-V2	X — Navigation Consistency & Bottom Nav	TRD-TC-X04	Bottom nav renders identically on Trade Basket
TRADE-FLOW-V2	X — Navigation Consistency & Bottom Nav	TRD-TC-X05	Bottom nav renders on Item Detail / Cart Checkout / Trade screens
TRADE-FLOW-V2	X — Navigation Consistency & Bottom Nav	TRD-TC-X06	Bottom nav renders on Profile, Settings, Wallet, Subscriptions
TRADE-FLOW-V2	X — Navigation Consistency & Bottom Nav	TRD-TC-X07	Cart badge shows item count from multiple entry points
TRADE-FLOW-V2	X — Navigation Consistency & Bottom Nav	TRD-TC-X08	Cart badge count accuracy — add / remove / clear
TRADE-FLOW-V2	X — Navigation Consistency & Bottom Nav	TRD-TC-X09	"""Me"" tab removed — Profile still accessible via Home avatar"
TRADE-FLOW-V2	X — Navigation Consistency & Bottom Nav	TRD-TC-X10	Sell FAB opens action sheet on every screen
TRADE-FLOW-V2	X — Navigation Consistency & Bottom Nav	TRD-TC-X16	Flow Registry (nav) — flow-registry.md entries updated
TRADE-FLOW-V2	U — Top Nav Header Pattern Consistency	TRD-TC-U01	Root/tab screens use pattern 1 (no back button, greeting/avatar/title, bell)
TRADE-FLOW-V2	U — Top Nav Header Pattern Consistency	TRD-TC-U02	Secondary/detail screens use pattern 2 (back button + title + bell)
TRADE-FLOW-V2	U — Top Nav Header Pattern Consistency	TRD-TC-U03	Notification bell behavior + badge accuracy
TRADE-FLOW-V2	U — Top Nav Header Pattern Consistency	TRD-TC-U04	Screens without ScreenLayout still have working headers
TRADE-FLOW-V2	U — Top Nav Header Pattern Consistency	TRD-TC-U05	Checkout/payment screens intentionally hide the bell
TRADE-FLOW-V2	V — Copy Rename Verification	TRD-TC-V01	"""Trade Basket"" appears in bottom tab bar"
TRADE-FLOW-V2	V — Copy Rename Verification	TRD-TC-V02	"""Trade Basket"" appears as screen title on Cart screen"
TRADE-FLOW-V2	V — Copy Rename Verification	TRD-TC-V03	"Empty state shows ""trade basket"" in copy"
TRADE-FLOW-V2	V — Copy Rename Verification	TRD-TC-V04	"""View Trade Basket"" button on Item Detail screen"
TRADE-FLOW-V2	V — Copy Rename Verification	TRD-TC-V05	"""Add to Trade Basket"" button on More from This Seller screen"
TRADE-FLOW-V2	V — Copy Rename Verification	TRD-TC-V06	"""In Trade Basket"" status on More from This Seller items already in basket"
TRADE-FLOW-V2	V — Copy Rename Verification	TRD-TC-V07	"""Added to Trade Basket"" alert on item add"
TRADE-FLOW-V2	V — Copy Rename Verification	TRD-TC-V08	"""Matches Your Trade Basket"" badge on matching items"
TRADE-FLOW-V2	V — Copy Rename Verification	TRD-TC-V09	"Different-seller modal references ""trade basket"""
TRADE-FLOW-V2	V — Copy Rename Verification	TRD-TC-V10	"Bundle CTA says ""Make one offer"" (no ""Bundle"" visible)"
TRADE-FLOW-V2	V — Copy Rename Verification	TRD-TC-V11	"""Combined Offer"" banner on checkout (no ""Bundle"" visible)"
TRADE-FLOW-V2	V — Copy Rename Verification	TRD-TC-V12	"Bundle Builder screen title shows ""Build Offer"" (no ""Bundle"" visible)"
TRADE-FLOW-V2	V — Copy Rename Verification	TRD-TC-V13	"Favorites ""Added to Trade Basket"" alert copy"
TRADE-FLOW-V2	V — Copy Rename Verification	TRD-TC-V14	Functional behavior unchanged (adding items, submitting offers)
TRADE-FLOW-V2	W — Admin Bundle Trade Views	TRD-TC-W01	"Trades page has ""Single Trades"" and ""Bundle Trades"" tabs"
TRADE-FLOW-V2	W — Admin Bundle Trade Views	TRD-TC-W02	Single Trades tab shows only non-bundle trades
TRADE-FLOW-V2	W — Admin Bundle Trade Views	TRD-TC-W03	Bundle Trades tab groups trades by bundle_id
TRADE-FLOW-V2	W — Admin Bundle Trade Views	TRD-TC-W04	Bundle row shows item count, totals, buyer/seller, statuses
TRADE-FLOW-V2	W — Admin Bundle Trade Views	TRD-TC-W05	Clicking a bundle row navigates to bundle detail page
TRADE-FLOW-V2	W — Admin Bundle Trade Views	TRD-TC-W06	Bundle detail page lists all trades in the bundle
TRADE-FLOW-V2	W — Admin Bundle Trade Views	TRD-TC-W07	Bundle detail page shows monetary breakdown
TRADE-FLOW-V2	W — Admin Bundle Trade Views	TRD-TC-W08	Each trade row links to individual trade detail
TRADE-FLOW-V2	W — Admin Bundle Trade Views	TRD-TC-W09	"Bundle detail page has ""Force Cancel Entire Bundle"" action"
TRADE-FLOW-V2	W — Admin Bundle Trade Views	TRD-TC-W10	Force Cancel succeeds for all trades in the bundle
TRADE-FLOW-V2	W — Admin Bundle Trade Views	TRD-TC-W11	Status filter works in Bundle Trades view
TRADE-FLOW-V2	W — Admin Bundle Trade Views	TRD-TC-W12	Tab toggle resets filters when switching views
TRADE-FLOW-V2	R2 — New Implementation	TRD-TC-D06	Pickup window drives the auto-complete deadline (R2 — configurable)
TRADE-FLOW-V2	R2 — New Implementation	TRD-TC-G05	Pickup-window reminders to buyer (R2)
TRADE-FLOW-V2	N2 — Idempotency & Audit (Cross-Cutting)	TRD-TC-N2	Retried offer submission → exactly 1 PaymentIntent / 1 trade / 1 SP reservation / 1 audit row
TRADE-FLOW-V2	N2 — Idempotency & Audit (Cross-Cutting)	TRD-TC-N2	Retried payout trigger → exactly 1 seller_payouts row / 1 Stripe transfer
TRADE-FLOW-V2	N2 — Idempotency & Audit (Cross-Cutting)	TRD-TC-N2	Retried refund / duplicate refund webhook → exactly 1 refund, no double refund
TRADE-FLOW-V2	N2 — Idempotency & Audit (Cross-Cutting)	TRD-TC-N2	Re-run SP release processor → no double-credit
TRADE-FLOW-V2	N2 — Idempotency & Audit (Cross-Cutting)	TRD-TC-N2	Retried SP debit/credit on cancel → no double mutation
TRADE-FLOW-V2	N2 — Idempotency & Audit (Cross-Cutting)	TRD-TC-N2	Admin SP adjustment double-click → single credit
TRADE-FLOW-V2	N2 — Idempotency & Audit (Cross-Cutting)	TRD-TC-N2	Audit completeness — every payment/SP/fee/tax transition logged
TRADE-FLOW-V2	N2 — Idempotency & Audit (Cross-Cutting)	TRD-TC-N2	Audit log insert-only + RLS (service-role/admin read)
TRADE-FLOW-V2	N2 — Idempotency & Audit (Cross-Cutting)	TRD-TC-N2	Duplicate idempotency key → prior result, no partial write
TRADE-FLOW-V2	N2 — Idempotency & Audit (Cross-Cutting)	TRD-TC-N2	Reconciliation — payments vs trade_refunds vs financial_audit_log
TRADE-FLOW-V2	Y — Trade List & Timeline	TRD-TC-Y01	Trade List summary filter chips
TRADE-FLOW-V2	Y — Trade List & Timeline	TRD-TC-Y02	Trade List Load More history pagination
TRADE-FLOW-V2	Y — Trade List & Timeline	TRD-TC-Y03	Trade List Message button on rows
TRADE-FLOW-V2	Y — Trade List & Timeline	TRD-TC-Y04	"Trade List ""See all →"" link"
TRADE-FLOW-V2	Y — Trade List & Timeline	TRD-TC-Y05	R15 — Request More Time (requester)
TRADE-FLOW-V2	Y — Trade List & Timeline	TRD-TC-Y06	R15 — counterparty Accept
TRADE-FLOW-V2	Y — Trade List & Timeline	TRD-TC-Y07	R15 — counterparty Decline
TRADE-FLOW-V2	Y — Trade List & Timeline	TRD-TC-Y08	R15 — granted state
TRADE-FLOW-V2	Y — Trade List & Timeline	TRD-TC-Y09	"""What to do next"" card + ""Got it"" toggle"
ACCOUNT-DASHBOARD-HELP-LEGAL	A — Settings Hub	ACC-TC-A01	Settings screen sections + rows render
ACCOUNT-DASHBOARD-HELP-LEGAL	A — Settings Hub	ACC-TC-A02	Sign Out confirmation
ACCOUNT-DASHBOARD-HELP-LEGAL	A — Settings Hub	ACC-TC-A03	Test Push Notification (rate limit / quiet hours / queued)
ACCOUNT-DASHBOARD-HELP-LEGAL	A — Settings Hub	ACC-TC-A04	Settings → legal & help links navigate
ACCOUNT-DASHBOARD-HELP-LEGAL	A — Settings Hub	ACC-TC-A05	"""Manage Payment Methods"" row navigates"
ACCOUNT-DASHBOARD-HELP-LEGAL	B — Edit Profile	ACC-TC-B01	Edit profile fields load + save (optimistic)
ACCOUNT-DASHBOARD-HELP-LEGAL	B — Edit Profile	ACC-TC-B02	Email change requires re-verification
ACCOUNT-DASHBOARD-HELP-LEGAL	B — Edit Profile	ACC-TC-B03	Phone change → OTP verification modal
ACCOUNT-DASHBOARD-HELP-LEGAL	B — Edit Profile	ACC-TC-B04	Avatar upload
ACCOUNT-DASHBOARD-HELP-LEGAL	B — Edit Profile	ACC-TC-B05	Profile screen stats, badges, reviews, status badge
ACCOUNT-DASHBOARD-HELP-LEGAL	B — Edit Profile	ACC-TC-B06	Form validation (phone 10-digit, email format)
ACCOUNT-DASHBOARD-HELP-LEGAL	B — Edit Profile	ACC-TC-B07	"""No Changes"" alert"
ACCOUNT-DASHBOARD-HELP-LEGAL	B — Edit Profile	ACC-TC-B08	Waitlist prompt (unreachable from Edit Profile — flag)
ACCOUNT-DASHBOARD-HELP-LEGAL	B — Edit Profile	ACC-TC-B09	"""Already verified"" phone path"
ACCOUNT-DASHBOARD-HELP-LEGAL	B — Edit Profile	ACC-TC-B10	"Locked-field ""cannot be changed"" alerts"
ACCOUNT-DASHBOARD-HELP-LEGAL	C — Linked Accounts	ACC-TC-C01	Linked accounts list (email readonly, password, social)
ACCOUNT-DASHBOARD-HELP-LEGAL	C — Linked Accounts	ACC-TC-C02	Link a social provider (password re-auth gate)
ACCOUNT-DASHBOARD-HELP-LEGAL	C — Linked Accounts	ACC-TC-C03	Unlink provider (confirmation + last-method guard)
ACCOUNT-DASHBOARD-HELP-LEGAL	C — Linked Accounts	ACC-TC-C04	Email mismatch on link blocked
ACCOUNT-DASHBOARD-HELP-LEGAL	D — Notification Preferences	ACC-TC-D01	Five categories × three channel toggles
ACCOUNT-DASHBOARD-HELP-LEGAL	D — Notification Preferences	ACC-TC-D02	Optimistic toggle reverts on failure
ACCOUNT-DASHBOARD-HELP-LEGAL	D — Notification Preferences	ACC-TC-D03	Quiet hours toggle + time validation
ACCOUNT-DASHBOARD-HELP-LEGAL	D — Notification Preferences	ACC-TC-D04	Empty state → Initialize Settings
ACCOUNT-DASHBOARD-HELP-LEGAL	E — Delete Account (COPPA)	ACC-TC-E01	Delete account consequences + password gate
ACCOUNT-DASHBOARD-HELP-LEGAL	E — Delete Account (COPPA)	ACC-TC-E02	Wrong password blocked
ACCOUNT-DASHBOARD-HELP-LEGAL	E — Delete Account (COPPA)	ACC-TC-E03	Two-step confirmation → deletion + logout
ACCOUNT-DASHBOARD-HELP-LEGAL	F — Suspended / Unsubscribe / Offline	ACC-TC-F01	Suspended account screen (logout only)
ACCOUNT-DASHBOARD-HELP-LEGAL	F — Suspended / Unsubscribe / Offline	ACC-TC-F02	Unsubscribe via email token (success/error)
ACCOUNT-DASHBOARD-HELP-LEGAL	F — Suspended / Unsubscribe / Offline	ACC-TC-F03	Offline screen + Try Again
ACCOUNT-DASHBOARD-HELP-LEGAL	F — Suspended / Unsubscribe / Offline	ACC-TC-F04	Suspended account — Log Out tap
ACCOUNT-DASHBOARD-HELP-LEGAL	G — Home Dashboard	ACC-TC-G01	Greeting + subscription badge + SP balance
ACCOUNT-DASHBOARD-HELP-LEGAL	G — Home Dashboard	ACC-TC-G02	Priority banners (grace > payment fail > trial > draft)
ACCOUNT-DASHBOARD-HELP-LEGAL	G — Home Dashboard	ACC-TC-G03	Quick action tiles route correctly
ACCOUNT-DASHBOARD-HELP-LEGAL	G — Home Dashboard	ACC-TC-G04	ID verification CTA banner (dismissible)
ACCOUNT-DASHBOARD-HELP-LEGAL	G — Home Dashboard	ACC-TC-G05	Recommendations + recent trade card
ACCOUNT-DASHBOARD-HELP-LEGAL	G — Home Dashboard	ACC-TC-G06	Pull-to-refresh reloads dashboard
ACCOUNT-DASHBOARD-HELP-LEGAL	G — Home Dashboard	ACC-TC-G07	"""Show more actions"" toggle"
ACCOUNT-DASHBOARD-HELP-LEGAL	G — Home Dashboard	ACC-TC-G08	"Free-user ""Unlock Swap Points"" strip"
ACCOUNT-DASHBOARD-HELP-LEGAL	G — Home Dashboard	ACC-TC-G09	"""No session found"" state"
ACCOUNT-DASHBOARD-HELP-LEGAL	G — Home Dashboard	ACC-TC-G10	Empty-trade state
ACCOUNT-DASHBOARD-HELP-LEGAL	G — Home Dashboard	ACC-TC-G11	"""View Timeline"" nav"
ACCOUNT-DASHBOARD-HELP-LEGAL	G — Home Dashboard	ACC-TC-G12	"""See All"" → Discover nav"
ACCOUNT-DASHBOARD-HELP-LEGAL	G — Home Dashboard	ACC-TC-G13	Subscription-card Upgrade button
ACCOUNT-DASHBOARD-HELP-LEGAL	H — Help & Support Menu	ACC-TC-H01	Help & Support menu (3 cards) routes
ACCOUNT-DASHBOARD-HELP-LEGAL	H — Help & Support Menu	ACC-TC-H02	FAQ list — search + category filter
ACCOUNT-DASHBOARD-HELP-LEGAL	H — Help & Support Menu	ACC-TC-H03	FAQ fallback when offline
ACCOUNT-DASHBOARD-HELP-LEGAL	H — Help & Support Menu	ACC-TC-H04	FAQ detail — helpful vote (Yes/No)
ACCOUNT-DASHBOARD-HELP-LEGAL	H — Help & Support Menu	ACC-TC-H05	Contact Support form (auth gate + validation)
ACCOUNT-DASHBOARD-HELP-LEGAL	I — Education & SP Calculator	ACC-TC-I01	Education Help screen sections (accordion + deep link)
ACCOUNT-DASHBOARD-HELP-LEGAL	I — Education & SP Calculator	ACC-TC-I02	SP Calculator (free mode) sell/buy outputs
ACCOUNT-DASHBOARD-HELP-LEGAL	I — Education & SP Calculator	ACC-TC-I03	SP Calculator bonus category badge
ACCOUNT-DASHBOARD-HELP-LEGAL	I — Education & SP Calculator	ACC-TC-I04	SP Calculator validation (price range)
ACCOUNT-DASHBOARD-HELP-LEGAL	I — Education & SP Calculator	ACC-TC-I05	Education analytics events fire
ACCOUNT-DASHBOARD-HELP-LEGAL	J — Legal Screens	ACC-TC-J01	Terms of Service view + last updated
ACCOUNT-DASHBOARD-HELP-LEGAL	J — Legal Screens	ACC-TC-J02	TOS acceptance flow (requireAcceptance)
ACCOUNT-DASHBOARD-HELP-LEGAL	J — Legal Screens	ACC-TC-J03	Privacy Policy view + acceptance
ACCOUNT-DASHBOARD-HELP-LEGAL	J — Legal Screens	ACC-TC-J04	Liability Disclaimer view (read-only + retry)
ACCOUNT-DASHBOARD-HELP-LEGAL	J — Legal Screens	ACC-TC-J05	Policy versioning — re-acceptance on new version
ACCOUNT-DASHBOARD-HELP-LEGAL	J — Legal Screens	ACC-TC-J06	Signup implies TOS + Privacy agreement (no mandatory dialog)
ACCOUNT-DASHBOARD-HELP-LEGAL	J — Legal Screens	ACC-TC-J07	Legal screen unavailable state (no published policy)
ACCOUNT-DASHBOARD-HELP-LEGAL	J — Legal Screens	ACC-TC-J08	Legal screen load failure — error + Retry
ACCOUNT-DASHBOARD-HELP-LEGAL	J — Legal Screens	ACC-TC-J09	Very long policy content renders + scrolls smoothly
ACCOUNT-DASHBOARD-HELP-LEGAL	J — Legal Screens	ACC-TC-J10	Legal screens render consistently on iOS and Android
ACCOUNT-DASHBOARD-HELP-LEGAL	J — Legal Screens	ACC-TC-J11	Legal screen loads < 2s and scrolls without lag
ACCOUNT-DASHBOARD-HELP-LEGAL	J — Legal Screens	ACC-TC-J12	Liability Disclaimer unavailable state
ACCOUNT-DASHBOARD-HELP-LEGAL	K — Privacy & Security / MFA	ACC-TC-K01	MFA factors list + enrollment entry points
ACCOUNT-DASHBOARD-HELP-LEGAL	K — Privacy & Security / MFA	ACC-TC-K02	Enroll and verify an authenticator factor
ACCOUNT-DASHBOARD-HELP-LEGAL	K — Privacy & Security / MFA	ACC-TC-K03	Protected action prompts MFA challenge + invalid code handling
ACCOUNT-DASHBOARD-HELP-LEGAL	K — Privacy & Security / MFA	ACC-TC-K04	Recovery path and remove verified factor
ACCOUNT-DASHBOARD-HELP-LEGAL	L — Error Recovery & Crash Reporting	ACC-TC-L01	Render-time error shows fallback instead of red/white screen
ACCOUNT-DASHBOARD-HELP-LEGAL	L — Error Recovery & Crash Reporting	ACC-TC-L02	Try Again recovers after transient error
ACCOUNT-DASHBOARD-HELP-LEGAL	L — Error Recovery & Crash Reporting	ACC-TC-L03	Persistent error stays contained to fallback
ACCOUNT-DASHBOARD-HELP-LEGAL	L — Error Recovery & Crash Reporting	ACC-TC-L04	Error reporting is safe with and without telemetry
ADMIN-PORTAL	A — Auth & Dashboard	ADM-TC-A01	Admin login with admin role
ADMIN-PORTAL	A — Auth & Dashboard	ADM-TC-A02	Non-admin login rejected (RBAC gate)
ADMIN-PORTAL	A — Auth & Dashboard	ADM-TC-A03	Dashboard layout: intro → health strip → Action Center → KPIs (no duplicate nav)
ADMIN-PORTAL	A — Auth & Dashboard	ADM-TC-A04	Direct protected route access without session redirects to login
ADMIN-PORTAL	A — Auth & Dashboard	ADM-TC-A05	Expired session redirects once without a loop
ADMIN-PORTAL	A — Auth & Dashboard	ADM-TC-A06	Dashboard KPI cards follow design-system styling
ADMIN-PORTAL	B — User Management	ADM-TC-B01	User list, search, status filters, pagination
ADMIN-PORTAL	B — User Management	ADM-TC-B02	User detail drawer (identity, subscription, SP, trades)
ADMIN-PORTAL	B — User Management	ADM-TC-B03	Suspend / ban / delete account
ADMIN-PORTAL	B — User Management	ADM-TC-B04	Credit/debit SP + freeze wallet from user
ADMIN-PORTAL	B — User Management	ADM-TC-B05	User analytics cards (totals, DAU/MAU)
ADMIN-PORTAL	B — User Management	ADM-TC-B06	Reset Password action
ADMIN-PORTAL	B — User Management	ADM-TC-B07	Unsuspend action
ADMIN-PORTAL	B — User Management	ADM-TC-B08	Sort By / Sort Order
ADMIN-PORTAL	C — Listings, Items & Flagged	ADM-TC-C01	Listing management — search & analytics tabs
ADMIN-PORTAL	C — Listings, Items & Flagged	ADM-TC-C02	Flagged items — filter tabs + statuses
ADMIN-PORTAL	C — Listings, Items & Flagged	ADM-TC-C03	Approve flagged item
ADMIN-PORTAL	C — Listings, Items & Flagged	ADM-TC-C04	Reject item with required reason
ADMIN-PORTAL	C — Listings, Items & Flagged	ADM-TC-C05	Item detail view + appeal info
ADMIN-PORTAL	C — Listings, Items & Flagged	ADM-TC-C06	Force Delete
ADMIN-PORTAL	C — Listings, Items & Flagged	ADM-TC-C07	Pause
ADMIN-PORTAL	C — Listings, Items & Flagged	ADM-TC-C08	Approve
ADMIN-PORTAL	C — Listings, Items & Flagged	ADM-TC-C09	Request Edits
ADMIN-PORTAL	C — Listings, Items & Flagged	ADM-TC-C10	Reject
ADMIN-PORTAL	C — Listings, Items & Flagged	ADM-TC-C11	Select-all / selection counter (no bulk execute — flag)
ADMIN-PORTAL	C — Listings, Items & Flagged	ADM-TC-C12	Individual filter controls
ADMIN-PORTAL	D — Categories	ADM-TC-D01	Category list, filters (incl. Bonus), search
ADMIN-PORTAL	D — Categories	ADM-TC-D02	Create / edit category + SP multiplier
ADMIN-PORTAL	D — Categories	ADM-TC-D03	Activate / deactivate category
ADMIN-PORTAL	D — Categories	ADM-TC-D04	Category suggestions queue + count badge
ADMIN-PORTAL	D — Categories	ADM-TC-D05	Icon / badge upload
ADMIN-PORTAL	D — Categories	ADM-TC-D06	SP spending cap %
ADMIN-PORTAL	D — Categories	ADM-TC-D07	SP redemption cap
ADMIN-PORTAL	D — Categories	ADM-TC-D08	Drag-and-drop reorder
ADMIN-PORTAL	D — Categories	ADM-TC-D09	Bulk actions (Activate / Deactivate / Delete / Export CSV)
ADMIN-PORTAL	D — Categories	ADM-TC-D10	Delete category + guards
ADMIN-PORTAL	D — Categories	ADM-TC-D11	Suggestion Approve / Merge / Reject
ADMIN-PORTAL	E — Nodes & Waitlist	ADM-TC-E01	Geographic nodes list + stats
ADMIN-PORTAL	E — Nodes & Waitlist	ADM-TC-E02	Add / edit node
ADMIN-PORTAL	E — Nodes & Waitlist	ADM-TC-E03	Deactivate node with members warning
ADMIN-PORTAL	E — Nodes & Waitlist	ADM-TC-E04	Node settings (radius validations)
ADMIN-PORTAL	E — Nodes & Waitlist	ADM-TC-E05	ZIP waitlist queue + status filter
ADMIN-PORTAL	E — Nodes & Waitlist	ADM-TC-E06	Node tagging completeness (N6) — every record resolves to one node
ADMIN-PORTAL	E — Nodes & Waitlist	ADM-TC-E07	Per-node KPIs (N6) — expansion-gate metrics per node
ADMIN-PORTAL	E — Nodes & Waitlist	ADM-TC-E08	Waitlist API authorization (401 without admin session)
ADMIN-PORTAL	F — Global Config & Settings	ADM-TC-F01	Global configuration inline edit + permission gate
ADMIN-PORTAL	F — Global Config & Settings	ADM-TC-F02	Cart settings (min value, max carts, expiry)
ADMIN-PORTAL	F — Global Config & Settings	ADM-TC-F03	Trade timing config (timing keys + nested validation)
ADMIN-PORTAL	F — Global Config & Settings	ADM-TC-F04	Settings single-source — cross-link + last-updated + audit
ADMIN-PORTAL	F — Global Config & Settings	ADM-TC-F05	N1 configurability — pickup countdown + payout buffer (new keys)
ADMIN-PORTAL	F — Global Config & Settings	ADM-TC-F06	R2 — 7-day trade-window guardrail (hard block) + pickup reminders (new keys)
ADMIN-PORTAL	F — Global Config & Settings	ADM-TC-F07	Trade Pipeline visualization — see & track trades in all stages
ADMIN-PORTAL	F — Global Config & Settings	ADM-TC-F08	R1 tiered buyer-fee fields
ADMIN-PORTAL	F — Global Config & Settings	ADM-TC-F09	Buyer Fee-Tier Distribution table
ADMIN-PORTAL	F — Global Config & Settings	ADM-TC-F10	Legacy fee keys
ADMIN-PORTAL	F — Global Config & Settings	ADM-TC-F11	Reset button
ADMIN-PORTAL	G — Policy Management	ADM-TC-G01	Policy tabs (TOS/Privacy/Liability) + versions
ADMIN-PORTAL	G — Policy Management	ADM-TC-G02	Create new policy version (version regex)
ADMIN-PORTAL	G — Policy Management	ADM-TC-G03	Edit draft policy
ADMIN-PORTAL	G — Policy Management	ADM-TC-G04	Publish policy (confirmation)
ADMIN-PORTAL	H — Trades	ADM-TC-H01	Trade list filters + columns
ADMIN-PORTAL	H — Trades	ADM-TC-H02	Trade detail (info, monetary breakdown, audit)
ADMIN-PORTAL	H — Trades	ADM-TC-H03	Trade admin actions
