guide	tc_id	group	description	sub_steps	latest_verdict	latest_date	source_path	still_open	has_pass	finding_note	first_pass_date
AUTH	AUTH-TC-P18	P — Global Header, Floating Nav & Home Composer	Composer analytics (tap + submit with/without text)	1	FAIL	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md	YES		"FAIL, unresolved — composer_bar_submit persists (has_text true/false, DB-verified); **composer_bar_tapped has 0 rows — never fires** (entire bar surface covered by camera hitSlop + TextInput + ""+"" hitSlop)"	
AUTH	AUTH-TC-P19	P — Global Header, Floating Nav & Home Composer	Accessibility identifiers (Trades tab, header chat)	1	FAIL	2026-08-23	e2e-test-results/group-p-full-run-19-cases-2026-08-23/report.md	YES		"FAIL, unresolved — tab-trades Button ""Trades"" ✓; node chip not a button ✓; header chat ""Messages"" ✓ on Discover but **NOT AX-exposed on Home's AppHeader** (BP-53: no accessible+role)"	
AUTH	AUTH-TC-Q01	Q — Trading Education (End User)	Education Help screen — published sections only	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-Q02	Q — Trading Education (End User)	Education Help screen — section by type	1	PASS (partial)	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-Q03	Q — Trading Education (End User)	SP calculator — sell mode (no hardcoded rates)	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-Q04	Q — Trading Education (End User)	SP calculator — buy mode (cash + fee + cap)	1	FAIL	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md	YES		FAIL, unresolved — Guide (fee=2.5=10%, SP-10 input) is stale — flat-fee model replaced it. Actual: max_sp_usable 17 ✓, cash $8.00 (no SP-input field), fee **$20.00** (non-subscriber flat), total $28.00. Doc drift + subs	
AUTH	AUTH-TC-Q05	Q — Trading Education (End User)	SP calculator — bonus categories + example SP	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-Q06	Q — Trading Education (End User)	Education analytics — event tracking (no throw)	1	FAIL	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md	YES		FAIL, unresolved — DB CHECK `chk_education_analytics_event_type` excludes `help_view` (TS union includes it) → app's own help_view silently dropped (0 rows all-time, DB-proven); valid `calculator_use` lands (+2 this run	
AUTH	AUTH-TC-Q07	Q — Trading Education (End User)	Education prompts — onboarding + in-app prompt state machine	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-S01	S — Password Recovery	Forgot Password — success + Send Another Email	1	BLOCKED	2026-08-24	e2e-test-results/auth-final-cleanup-batch-2026-08-24/report.md	YES	YES	re-opened (env/fixture) — PASS on record 2026-08-16	2026-08-16
AUTH	AUTH-TC-S02	S — Password Recovery	Forgot Password — invalid email	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-S03	S — Password Recovery	Forgot Password — rate-limit error	1	SKIPPED	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md				
AUTH	AUTH-TC-S04	S — Password Recovery	Forgot Password — SMTP-config (500) error	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-S05	S — Password Recovery	Forgot Password — 400 error	1	SKIPPED	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-S06	S — Password Recovery	Forgot Password — Back to Login	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-23
AUTH	AUTH-TC-S07	S — Password Recovery	Reset Password — validation + requirements card	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-S08	S — Password Recovery	Reset Password — success → Login	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-S09	S — Password Recovery	Reset Password — link-error (expired) → Request New Reset Email	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-S10	S — Password Recovery	Reset Password — no active reset session	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-16
AUTH	AUTH-TC-S11	S — Password Recovery	Deep link `p2pkidsmarketplace://reset-password	1	PASS	2026-08-23	e2e-test-results/group-qs-calibration-2026-08-23/report.md		YES		2026-08-16
MSG	MSG-TC-A01	A — Messaging: Conversations & Chat	Conversation list (search, unread badges, empty state)	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-A02	A — Messaging: Conversations & Chat	Open a chat thread + trade context banner	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-A03	A — Messaging: Conversations & Chat	Send a text message + delivery status (sent→delivered→read)	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-A04	A — Messaging: Conversations & Chat	Receive a message in real time	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-A05	A — Messaging: Conversations & Chat	Typing indicator	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-A06	A — Messaging: Conversations & Chat	Send an image message + full-screen viewer	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-A07	A — Messaging: Conversations & Chat	Message length limit (2000 chars)	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-A08	A — Messaging: Conversations & Chat	Quick-reply meeting chips	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-A09	A — Messaging: Conversations & Chat	Safety meeting banner + Learn more	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-A10	A — Messaging: Conversations & Chat	Photo permission denied error	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-B01	B — Badges & Achievements	My Badges grid (earned vs locked)	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-B02	B — Badges & Achievements	Badge detail modal	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-B03	B — Badges & Achievements	Badge showcase on profile	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-B04	B — Badges & Achievements	Badge celebration modal on unlock	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-B05	B — Badges & Achievements	🚫 DEFERRED (post-MVP) — Leaderboard ranking (no in-app entry — deep-link/notification only)	1	BLOCKED	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md	YES	YES	re-opened (env/fixture) — PASS on record 2026-09-03	2026-09-03
MSG	MSG-TC-C01	C — Reviews & Ratings	Submit a post-trade review (stars + comment)	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-C02	C — Reviews & Ratings	Rating required validation	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-C03	C — Reviews & Ratings	Anonymous review	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-C04	C — Reviews & Ratings	Skip review	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-C05	C — Reviews & Ratings	Review display on seller profile + aggregate rating	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-C06	C — Reviews & Ratings	Report a review (reviewee only)	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-D01	D — ID Badge Verification (End User)	Start ID verification + upload from library	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-D02	D — ID Badge Verification (End User)	Capture ID with camera	1							
MSG	MSG-TC-D03	D — ID Badge Verification (End User)	Submit creates pending request	1	PASS	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-D04	D — ID Badge Verification (End User)	Duplicate pending request blocked	1							
MSG	MSG-TC-D05	D — ID Badge Verification (End User)	No-image submit validation	1							
MSG	MSG-TC-D06	D — ID Badge Verification (End User)	Pending state screen	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-D07	D — ID Badge Verification (End User)	Approved → Verified badge on profile	1	PASS (partial)	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-D08	D — ID Badge Verification (End User)	Rejected → reason shown + resubmit	1	PASS (partial)	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-D09	D — ID Badge Verification (End User)	Submission confirmation notifications reach the user	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-D10	D — ID Badge Verification (End User)	Decision notifications honor channel preferences	1							
MSG	MSG-TC-E01	E — ID Badge Verification (Admin)	Review queue (stats, filters, search)	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-E02	E — ID Badge Verification (Admin)	Approve a request	1	PASS (partial)	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-E03	E — ID Badge Verification (Admin)	Reject with reason	1	PASS (partial)	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-E04	E — ID Badge Verification (Admin)	View completed request details	1	PASS (partial)	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-E05	E — ID Badge Verification (Admin)	Edit message templates	1	PASS (partial)	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-E06	E — ID Badge Verification (Admin)	New submission creates admin alert notification	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-F01	F — Referrals	View referral code + hero	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-F02	F — Referrals	Copy referral code	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-F03	F — Referrals	Share referral code (native share)	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-F04	F — Referrals	Active rewards display	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-F05	F — Referrals	Referral history (pending vs completed)	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-F06	F — Referrals	Enter referral code at signup	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-F07	F — Referrals	Program paused banner + disabled share	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-F08	F — Referrals	Admin configures referral rewards	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-G01	G — Safety & Compliance (End User)	Listing flagged → Safety Review screen	1	BLOCKED	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
MSG	MSG-TC-G02	G — Safety & Compliance (End User)	Appeal a flagged/rejected listing	1							
MSG	MSG-TC-G03	G — Safety & Compliance (End User)	"Resubmit a ""needs edits"" listing"	1							
MSG	MSG-TC-G04	G — Safety & Compliance (End User)	Remove a flagged listing	1	BLOCKED	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
MSG	MSG-TC-G05	G — Safety & Compliance (End User)	Recall safety alert notification	1							
MSG	MSG-TC-G06	G — Safety & Compliance (End User)	Appeal max-attempt limit follows admin config	1	BLOCKED	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
MSG	MSG-TC-G07	G — Safety & Compliance (End User)	Appeal window follows admin config	1	BLOCKED	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
MSG	MSG-TC-G08	G — Safety & Compliance (End User)	AI moderation toggle affects automated image review	1							
MSG	MSG-TC-G09	G — Safety & Compliance (End User)	Recall check toggle and threshold affect recall flagging	1							
MSG	MSG-TC-H01	H — Safety & Compliance (Admin)	Flagged items moderation queue	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-H02	H — Safety & Compliance (Admin)	Approve a flagged item	1							
MSG	MSG-TC-H03	H — Safety & Compliance (Admin)	Reject with reason	1							
MSG	MSG-TC-H04	H — Safety & Compliance (Admin)	Request edits	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-H05	H — Safety & Compliance (Admin)	Trade dispute: mark under review	1	PASS	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-H06	H — Safety & Compliance (Admin)	Trade dispute: resolve complete / refund	1	PASS	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-I01	I — Notifications: Permission & Center	Enable push notifications	1							
MSG	MSG-TC-I02	I — Notifications: Permission & Center	Push error states (Expo Go / web)	1							
MSG	MSG-TC-I03	I — Notifications: Permission & Center	Notification center list + icons	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-I04	I — Notifications: Permission & Center	Tap notification → deep link + mark read	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-I05	I — Notifications: Permission & Center	Mark all as read	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-I06	I — Notifications: Permission & Center	Pagination + pull to refresh	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-I07	I — Notifications: Permission & Center	Real-time arrival	1	PASS	2026-09-03	e2e-test-results/qa-task24-msg-complete-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-J01	J — Notification Preferences	Category × channel toggles (live screen — 5 categories, no Safety)	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-J02	J — Notification Preferences	Default preferences (DB-driven, no hardcoded defaults)	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-J03	J — Notification Preferences	Always-on note (live footer copy)	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-J04	J — Notification Preferences	Quiet hours (subscriber) + validation	1	PASS	2026-09-03	e2e-test-results/qa-msg-first-live-2026-09-03/report.md		YES		2026-09-03
MSG	MSG-TC-J05	J — Notification Preferences	🚫 NOT SUPPORTED — ID verification preference category (none exists)	1							
SUB	SUB-TC-A01	A — Plans & Comparison	Subscription Plans screen — Free vs Kids Club+ cards	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-A02	A — Plans & Comparison	Plan Comparison table — feature-by-feature + POPULAR badge	1							
SUB	SUB-TC-A03	A — Plans & Comparison	Dynamic pricing & fees pulled from admin config	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-A04	A — Plans & Comparison	"Current plan reflected (button disabled / ""Current Plan"")"	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-A05	A — Plans & Comparison	Kids Club+ Overview screen by subscription status	1							
SUB	SUB-TC-B01	B — Start Trial & Payment 🔴 (retired — web-first)	🔴 RETIRED — in-app payment removed; web-first → SUB-TC-N01/N02 + Web Subscription Purchase E2E (QA Task 20)	1							
SUB	SUB-TC-B02	B — Start Trial & Payment 🔴 (retired — web-first)	🔴 RETIRED — in-app payment screen removed; coverage → Web Subscription Purchase E2E (QA Task 20)	1							
SUB	SUB-TC-B03	B — Start Trial & Payment 🔴 (retired — web-first)	🔴 RETIRED — in-app Success screen removed; coverage → Web Subscription Purchase E2E (QA Task 20)	1							
SUB	SUB-TC-B04	B — Start Trial & Payment 🔴 (retired — web-first)	🔴 RETIRED — in-app trial-gating removed; server-side trial config → QA Task 20 finding F-3	1							
SUB	SUB-TC-B05	B — Start Trial & Payment 🔴 (retired — web-first)	🔴 RETIRED — in-app trial-disabled alert removed; coverage → QA Task 20 finding F-3	1							
SUB	SUB-TC-B06	B — Start Trial & Payment 🔴 (retired — web-first)	🔴 RETIRED — ContinueKidsClub is deep-link-only; see SUB-TC-N03–N06	1							
SUB	SUB-TC-B07	B — Start Trial & Payment 🔴 (retired — web-first)	🔴 RETIRED — referral bonus-loss warning on removed Subscription Choice; see SUB-TC-N03	1							
SUB	SUB-TC-B08	B — Start Trial & Payment 🔴 (retired — web-first)	🔴 RETIRED — in-app trial-limit CTA removed; config reflection → SUB-TC-R05	1							
SUB	SUB-TC-B09	B — Start Trial & Payment 🔴 (retired — web-first)	🔴 RETIRED — in-app Stripe sheet removed; checkout UX → QA Task 20 scope 2	1							
SUB	SUB-TC-B10	B — Start Trial & Payment 🔴 (retired — web-first)	🔴 RETIRED — in-app decline handling removed; checkout decline → QA Task 20 scope 2	1							
SUB	SUB-TC-B11	B — Start Trial & Payment 🔴 (retired — web-first)	🔴 RETIRED — in-app saved-card resub removed; cards on file → Group M	1							
SUB	SUB-TC-B12	B — Start Trial & Payment 🔴 (retired — web-first)	🔴 RETIRED — in-app payment network-error path removed; → QA Task 20 scope 2	1							
SUB	SUB-TC-B13	B — Start Trial & Payment 🔴 (retired — web-first)	🔴 RETIRED — in-app Apple/Google Pay removed; web wallet-pay → QA Task 20 scope 2	1							
SUB	SUB-TC-C01	C — Manage & Cancel	My Subscription screen — paid member view	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-C02	C — Manage & Cancel	My Subscription quick menu (Billing / Payment / Help)	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-C03	C — Manage & Cancel	Manage Kids Club+ — status, next billing, days remaining	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-C04	C — Manage & Cancel	"Cancel flow — retention screen ""Keep My Benefits"""	1							
SUB	SUB-TC-C05	C — Manage & Cancel	Cancel reason modal + final confirmation	1							
SUB	SUB-TC-C06	C — Manage & Cancel	Cancelled subscription stays active until period end	1							
SUB	SUB-TC-C07	C — Manage & Cancel	Auto-renew toggle / update payment method	1							
SUB	SUB-TC-C08	C — Manage & Cancel	Manage Kids Club+ free/no-subscription state	1							
SUB	SUB-TC-C09	C — Manage & Cancel	Manage Kids Club+ expired state	1	PASS	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md		YES		2026-09-03
SUB	SUB-TC-C10	C — Manage & Cancel	My Subscription free-user state	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-C11	C — Manage & Cancel	"My Subscription ""Learn More"" link"	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-C12	C — Manage & Cancel	"My Subscription ""Member Since"" value (latent bug)"	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-D01	D — Renewal, Grace & Expiry	Grace period banner + SP wallet frozen warning	1							
SUB	SUB-TC-D02	D — Renewal, Grace & Expiry	🔴 RETIRED — in-app re-subscribe payment removed; web-first → SUB-TC-N01/N02 + Web E2E	1							
SUB	SUB-TC-D03	D — Renewal, Grace & Expiry	Subscription Expired screen — benefits lost + Renew	1	PASS	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md		YES		2026-09-03
SUB	SUB-TC-D04	D — Renewal, Grace & Expiry	🔴 RETIRED — in-app renewal payment removed; web-first → SUB-TC-N01/N02 + Web E2E	1							
SUB	SUB-TC-D05	D — Renewal, Grace & Expiry	Reactivate from cancelled state	1							
SUB	SUB-TC-D06	D — Renewal, Grace & Expiry	📦 moved to Fixture-Gated Backlog (clock/push fixture)	1	BLOCKED	2026-09-02	e2e-test-results/qa-task21-sub-close-2026-09-02/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
SUB	SUB-TC-D07	D — Renewal, Grace & Expiry	📦 moved to Fixture-Gated Backlog (clock/push fixture)	1	BLOCKED	2026-09-02	e2e-test-results/qa-task21-sub-close-2026-09-02/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
SUB	SUB-TC-E01	E — Billing History & Status	Billing History list — records, status badges, amounts	1							
SUB	SUB-TC-E02	E — Billing History & Status	Billing History empty state	1	BLOCKED	2026-09-02	e2e-test-results/qa-task21-sub-close-2026-09-02/report.md	YES		BLOCKED, never passed (fixture/config/environment)	
SUB	SUB-TC-E03	E — Billing History & Status	Failed charge shows error message	1	FAIL	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md	YES		FAIL, unresolved	
SUB	SUB-TC-E04	E — Billing History & Status	⏸ FIXTURE-GATED (push-payload) — Subscription Status screen diagnostics	1	PASS	2026-09-03	e2e-test-results/qa-task25-consolidated-2026-09-03/report.md		YES		2026-09-03
SUB	SUB-TC-F01	F — Payout Settings (live surface) 🔄	Payout Settings hero — Available / Pending / Lifetime Earned (live)	1							
SUB	SUB-TC-F02	F — Payout Settings (live surface) 🔄	Payout method section (add vs existing) — live	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-F03	F — Payout Settings (live surface) 🔄	Payout history list (completed / pending) — live	1							
SUB	SUB-TC-F04	F — Payout Settings (live surface) 🔄	Earnings figures (Available/Pending/Lifetime) + history net/fee — live	1							
SUB	SUB-TC-F05	F — Payout Settings (live surface) 🔄	Payout history empty state — live	1							
SUB	SUB-TC-F06	F — Payout Settings (live surface) 🔄	Pending earnings figure follows admin release timing — live	1							
SUB	SUB-TC-F07	F — Payout Settings (live surface) 🔄	Payout load error + recovery — live	1							
SUB	SUB-TC-F08	F — Payout Settings (live surface) 🔄	Payout history Load More pagination (+5) — live	1							
SUB	SUB-TC-G01	G — Payout Methods & Verification	Add Stripe Connect payout method (onboarding)	1							
SUB	SUB-TC-G02	G — Payout Methods & Verification	🚫 N/A — PayPal/Venmo unconfigured provider (UI lists, not drivable)	1							
SUB	SUB-TC-G03	G — Payout Methods & Verification	🚫 N/A — Bank ACH unconfigured / no UI option	1							
SUB	SUB-TC-G04	G — Payout Methods & Verification	Set primary method / delete method (confirmation)	1							
SUB	SUB-TC-G05	G — Payout Methods & Verification	Unverified method blocks payout (live: cannot set primary / withdraw)	1							
SUB	SUB-TC-G06	G — Payout Methods & Verification	"requires_action payout → ""Set Up Payout Method"""	1							
SUB	SUB-TC-G07	G — Payout Methods & Verification	"Payout Settings — ""Edit Details"" sheet"	1							
SUB	SUB-TC-G08	G — Payout Methods & Verification	"""Cannot Delete Primary/Only Method"" guard"	1							
SUB	SUB-TC-G09	G — Payout Methods & Verification	"""Cannot Set as Primary"" (unverified) guard"	1							
SUB	SUB-TC-G10	G — Payout Methods & Verification	Payout history Load More	1							
SUB	SUB-TC-G11	G — Payout Methods & Verification	NoMethodModal flow	1							
SUB	SUB-TC-H01	H — Request & Withdraw 🔄 (live)	Withdraw Now — no-balance guard (amount entry removed)	1							
SUB	SUB-TC-H02	H — Request & Withdraw 🔄 (live)	WithdrawModal summary — Available / Payout Fee / You'll Receive	1							
SUB	SUB-TC-H03	H — Request & Withdraw 🔄 (live)	Confirm Withdrawal success	1							
SUB	SUB-TC-H04	H — Request & Withdraw 🔄 (live)	Withdraw blocked when no verified primary method	1							
SUB	SUB-TC-H05	H — Request & Withdraw 🔄 (live)	Withdraw Now from Payout Settings hero (verified template)	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-H06	H — Request & Withdraw 🔄 (live)	Admin minimum withdrawal blocks full-balance requests below the floor	1							
SUB	SUB-TC-H07	H — Request & Withdraw 🔄 (live)	Minimum withdrawal disabled when config = 0	1							
SUB	SUB-TC-I01	I — SP Wallet Balance & Earn	SP Wallet hero balance + lifetime stats	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-I02	I — SP Wallet Balance & Earn	Quick actions (Shop / Sell / History)	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-I03	I — SP Wallet Balance & Earn	How to Earn SP section + Learn More	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-I04	I — SP Wallet Balance & Earn	SP expiration info + expiring-soon alert	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-I05	I — SP Wallet Balance & Earn	Wallet warning banner by state (active/grace/expired)	1	PASS	2026-09-02	e2e-test-results/qa-task19-sub-kickoff-2026-09-02/report.md		YES		2026-09-02
SUB	SUB-TC-I06	I — SP Wallet Balance & Earn	Free user SP wallet inactive state	1							
